1, 2
2, 5
3, 10
4, 17
5, 28
6, 41
7, 58
8, 77
9, 100
10, 129
11, 160
12, 197
13, 238
14, 281
15, 328
16, 381
17, 440
18, 501
19, 568
20, 639
21, 712
22, 791
23, 874
24, 963
25, 1060
26, 1161
27, 1264
28, 1371
29, 1480
30, 1593
31, 1720
32, 1851
33, 1988
34, 2127
35, 2276
36, 2427
37, 2584
38, 2747
39, 2914
40, 3087
41, 3266
42, 3447
43, 3638
44, 3831
45, 4028
46, 4227
47, 4438
48, 4661
49, 4888
50, 5117
51, 5350
52, 5589
53, 5830
54, 6081
55, 6338
56, 6601
57, 6870
58, 7141
59, 7418
60, 7699
61, 7982
62, 8275
63, 8582
64, 8893
65, 9206
66, 9523
67, 9854
68, 10191
69, 10538
70, 10887
71, 11240
72, 11599
73, 11966
74, 12339
75, 12718
76, 13101
77, 13490
78, 13887
79, 14288
80, 14697
81, 15116
82, 15537
83, 15968
84, 16401
85, 16840
86, 17283
87, 17732
88, 18189
89, 18650
90, 19113
91, 19580
92, 20059
93, 20546
94, 21037
95, 21536
96, 22039
97, 22548
98, 23069
99, 23592
100, 24133
101, 24680
102, 25237
103, 25800
104, 26369
105, 26940
106, 27517
107, 28104
108, 28697
109, 29296
110, 29897
111, 30504
112, 31117
113, 31734
114, 32353
115, 32984
116, 33625
117, 34268
118, 34915
119, 35568
120, 36227
121, 36888
122, 37561
123, 38238
124, 38921
125, 39612
126, 40313
127, 41022
128, 41741
129, 42468
130, 43201
131, 43940
132, 44683
133, 45434
134, 46191
135, 46952
136, 47721
137, 48494
138, 49281
139, 50078
140, 50887
141, 51698
142, 52519
143, 53342
144, 54169
145, 54998
146, 55837
147, 56690
148, 57547
149, 58406
150, 59269
151, 60146
152, 61027
153, 61910
154, 62797
155, 63704
156, 64615
157, 65534
158, 66463
159, 67400
160, 68341
161, 69288
162, 70241
163, 71208
164, 72179
165, 73156
166, 74139
167, 75130
168, 76127
169, 77136
170, 78149
171, 79168
172, 80189
173, 81220
174, 82253
175, 83292
176, 84341
177, 85392
178, 86453
179, 87516
180, 88585
181, 89672
182, 90763
183, 91856
184, 92953
185, 94056
186, 95165
187, 96282
188, 97405
189, 98534
190, 99685
191, 100838
192, 102001
193, 103172
194, 104353
195, 105540
196, 106733
197, 107934
198, 109147
199, 110364
200, 111587
201, 112816
202, 114047
203, 115284
204, 116533
205, 117792
206, 119069
207, 120348
208, 121631
209, 122920
210, 124211
211, 125508
212, 126809
213, 128112
214, 129419
215, 130738
216, 132059
217, 133386
218, 134747
219, 136114
220, 137487
221, 138868
222, 140267
223, 141676
224, 143099
225, 144526
226, 145955
227, 147388
228, 148827
229, 150274
230, 151725
231, 153178
232, 154637
233, 156108
234, 157589
235, 159072
236, 160559
237, 162048
238, 163541
239, 165040
240, 166551
241, 168074
242, 169605
243, 171148
244, 172697
245, 174250
246, 175809
247, 177376
248, 178947
249, 180526
250, 182109
251, 183706
252, 185307
253, 186914
254, 188523
255, 190136
256, 191755
257, 193376
258, 195003
259, 196640
260, 198297
261, 199960
262, 201627
263, 203296
264, 204989
265, 206686
266, 208385
267, 210094
268, 211815
269, 213538
270, 215271
271, 217012
272, 218759
273, 220512
274, 222271
275, 224048
276, 225831
277, 227618
278, 229407
279, 231208
280, 233019
281, 234842
282, 236673
283, 238520
284, 240381
285, 242248
286, 244119
287, 245992
288, 247869
289, 249748
290, 251637
291, 253538
292, 255445
293, 257358
294, 259289
295, 261222
296, 263171
297, 265122
298, 267095
299, 269074
300, 271061
301, 273054
302, 275051
303, 277050
304, 279053
305, 281064
306, 283081
307, 285108
308, 287137
309, 289176
310, 291229
311, 293292
312, 295361
313, 297442
314, 299525
315, 301612
316, 303701
317, 305800
318, 307911
319, 310024
320, 312153
321, 314284
322, 316421
323, 318562
324, 320705
325, 322858
326, 325019
327, 327198
328, 329401
329, 331608
330, 333821
331, 336042
332, 338279
333, 340518
334, 342761
335, 345012
336, 347279
337, 349548
338, 351821
339, 354102
340, 356389
341, 358682
342, 360979
343, 363288
344, 365599
345, 367932
346, 370271
347, 372612
348, 374959
349, 377310
350, 379667
351, 382038
352, 384415
353, 386796
354, 389179
355, 391568
356, 393961
357, 396360
358, 398771
359, 401188
360, 403611
361, 406048
362, 408489
363, 410936
364, 413395
365, 415862
366, 418335
367, 420812
368, 423315
369, 425836
370, 428367
371, 430906
372, 433449
373, 435998
374, 438549
375, 441106
376, 443685
377, 446276
378, 448869
379, 451478
380, 454095
381, 456716
382, 459349
383, 461996
384, 464653
385, 467312
386, 469975
387, 472646
388, 475323
389, 478006
390, 480693
391, 483382
392, 486075
393, 488774
394, 491481
395, 494192
396, 496905
397, 499624
398, 502353
399, 505084
400, 507825
401, 510574
402, 513327
403, 516094
404, 518871
405, 521660
406, 524451
407, 527248
408, 530049
409, 532852
410, 535671
411, 538504
412, 541341
413, 544184
414, 547035
415, 549892
416, 552753
417, 555632
418, 558519
419, 561416
420, 564319
421, 567228
422, 570145
423, 573072
424, 576011
425, 578964
426, 581921
427, 584884
428, 587853
429, 590824
430, 593823
431, 596824
432, 599835
433, 602854
434, 605877
435, 608914
436, 611955
437, 615004
438, 618065
439, 621132
440, 624211
441, 627294
442, 630383
443, 633492
444, 636611
445, 639732
446, 642869
447, 646032
448, 649199
449, 652368
450, 655549
451, 658736
452, 661927
453, 665130
454, 668339
455, 671556
456, 674777
457, 678006
458, 681257
459, 684510
460, 687767
461, 691026
462, 694297
463, 697596
464, 700897
465, 704204
466, 707517
467, 710836
468, 714159
469, 717488
470, 720819
471, 724162
472, 727509
473, 730868
474, 734229
475, 737600
476, 740973
477, 744362
478, 747753
479, 751160
480, 754573
481, 758006
482, 761455
483, 764912
484, 768373
485, 771836
486, 775303
487, 778772
488, 782263
489, 785762
490, 789273
491, 792790
492, 796317
493, 799846
494, 803379
495, 806918
496, 810459
497, 814006
498, 817563
499, 821122
500, 824693
501, 828274
502, 831857
503, 835450
504, 839057
505, 842670
506, 846287
507, 849910
508, 853541
509, 857178
510, 860821
511, 864480
512, 868151
513, 871824
514, 875501
515, 879192
516, 882889
517, 886590
518, 890299
519, 894018
520, 897745
521, 901478
522, 905217
523, 908978
524, 912745
525, 916514
526, 920293
527, 924086
528, 927883
529, 931686
530, 935507
531, 939330
532, 943163
533, 947010
534, 950861
535, 954714
536, 958577
537, 962454
538, 966335
539, 970224
540, 974131
541, 978042
542, 981959
543, 985878
544, 989801
545, 993730
546, 997661
547, 1001604
548, 1005551
549, 1009518
550, 1013507
551, 1017508
552, 1021511
553, 1025518
554, 1029531
555, 1033550
556, 1037571
557, 1041598
558, 1045647
559, 1049698
560, 1053755
561, 1057828
562, 1061907
563, 1065998
564, 1070091
565, 1074190
566, 1078301
567, 1082428
568, 1086557
569, 1090690
570, 1094829
571, 1098982
572, 1103139
573, 1107298
574, 1111475
575, 1115676
576, 1119887
577, 1124104
578, 1128323
579, 1132552
580, 1136783
581, 1141024
582, 1145267
583, 1149520
584, 1153779
585, 1158040
586, 1162311
587, 1166584
588, 1170867
589, 1175156
590, 1179453
591, 1183780
592, 1188117
593, 1192456
594, 1196805
595, 1201162
596, 1205525
597, 1209898
598, 1214289
599, 1218686
600, 1223095
601, 1227516
602, 1231939
603, 1236380
604, 1240827
605, 1245278
606, 1249735
607, 1254198
608, 1258679
609, 1263162
610, 1267655
611, 1272162
612, 1276675
613, 1281192
614, 1285711
615, 1290234
616, 1294781
617, 1299330
618, 1303891
619, 1308458
620, 1313041
621, 1317632
622, 1322229
623, 1326832
624, 1331453
625, 1336090
626, 1340729
627, 1345372
628, 1350021
629, 1354672
630, 1359329
631, 1363992
632, 1368665
633, 1373344
634, 1378035
635, 1382738
636, 1387459
637, 1392182
638, 1396911
639, 1401644
640, 1406395
641, 1411154
642, 1415937
